State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
NH,NH,2018,April,Number of Deaths,12349,,100,0.194347720463195,Underreported due to incomplete data.
NH,NH,2018,May,Number of Deaths,12410,,100,0.201450443190975,Underreported due to incomplete data.
NH,NH,2018,June,Number of Deaths,12391,,100,0.20175934145751,Underreported due to incomplete data.
NH,NH,2015,January,Number of Drug Overdose Deaths,350,354,100,0.04408393581379,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,February,Number of Drug Overdose Deaths,360,368,100,0.104411380840512,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,March,Number of Drug Overdose Deaths,367,375,100,0.103941100043309,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,April,Number of Drug Overdose Deaths,394,403,100,0.102730930571013,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,May,Number of Drug Overdose Deaths,402,411,100,0.102651839178785,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,June,Number of Drug Overdose Deaths,416,425,100,0.103057368601855,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,July,Number of Drug Overdose Deaths,424,433,100,0.102084219481072,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,August,Number of Drug Overdose Deaths,426,436,100,0.110600646588395,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,September,Number of Drug Overdose Deaths,449,460,100,0.118895966029724,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,October,Number of Drug Overdose Deaths,449,461,100,0.12709710218607,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,November,Number of Drug Overdose Deaths,444,456,100,0.127811860940695,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,December,Number of Drug Overdose Deaths,415,427,100,0.136472193790515,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,January,Number of Drug Overdose Deaths,417,426,100,0.094688818111388,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,February,Number of Drug Overdose Deaths,428,433,100,0.034632034632035,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,March,Number of Drug Overdose Deaths,435,440,100,0.034581135990317,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,April,Number of Drug Overdose Deaths,430,435,100,0.034617048896582,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,May,Number of Drug Overdose Deaths,439,444,100,0.034710170079833,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,June,Number of Drug Overdose Deaths,428,433,100,0.043361373688318,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,July,Number of Drug Overdose Deaths,441,447,100,0.051894135962636,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,August,Number of Drug Overdose Deaths,449,455,100,0.051737518323704,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,September,Number of Drug Overdose Deaths,446,452,100,0.051581843191197,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,October,Number of Drug Overdose Deaths,442,449,100,0.059757555062319,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,November,Number of Drug Overdose Deaths,443,450,100,0.05963537229511,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,December,Number of Drug Overdose Deaths,458,465,100,0.067176085313628,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,January,Number of Drug Overdose Deaths,458,465,100,0.066900819535039,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,February,Number of Drug Overdose Deaths,446,453,100,0.06675567423231,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,March,Number of Drug Overdose Deaths,439,446,100,0.06639555149805,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,April,Number of Drug Overdose Deaths,447,454,100,0.06629101756712,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,May,Number of Drug Overdose Deaths,446,453,100,0.066115702479339,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,June,Number of Drug Overdose Deaths,457,464,100,0.057570523891767,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,July,Number of Drug Overdose Deaths,463,469,100,0.049261083743842,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,August,Number of Drug Overdose Deaths,470,475,100,0.040666937779585,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,September,Number of Drug Overdose Deaths,470,475,100,0.032522969347101,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,October,Number of Drug Overdose Deaths,478,482,100,0.024435937118188,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,November,Number of Drug Overdose Deaths,472,477,100,0.032485990416633,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,December,Number of Drug Overdose Deaths,478,481,100,0.016276041666667,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2018,January,Number of Drug Overdose Deaths,473,473,100,0.016189088554314,Underreported due to incomplete data.
NH,NH,2018,February,Number of Drug Overdose Deaths,478,481,100,0.03228410008071,Underreported due to incomplete data.
NH,NH,2018,March,Number of Drug Overdose Deaths,476,487,100,0.12996507188693,Underreported due to incomplete data.
NH,NH,2018,April,Number of Drug Overdose Deaths,451,467,100,0.194347720463195,Underreported due to incomplete data.
NH,NH,2018,May,Number of Drug Overdose Deaths,449,465,100,0.201450443190975,Underreported due to incomplete data.
NH,NH,2018,June,Number of Drug Overdose Deaths,428,445,100,0.20175934145751,Underreported due to incomplete data.
NH,NH,2015,January,"Opioids (T40.0-T40.4,T40.6)",317,321,100,0.04408393581379,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,February,"Opioids (T40.0-T40.4,T40.6)",325,333,100,0.104411380840512,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,March,"Opioids (T40.0-T40.4,T40.6)",330,338,100,0.103941100043309,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,April,"Opioids (T40.0-T40.4,T40.6)",356,365,100,0.102730930571013,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,May,"Opioids (T40.0-T40.4,T40.6)",365,374,100,0.102651839178785,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,June,"Opioids (T40.0-T40.4,T40.6)",378,387,100,0.103057368601855,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,July,"Opioids (T40.0-T40.4,T40.6)",384,393,100,0.102084219481072,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,August,"Opioids (T40.0-T40.4,T40.6)",389,399,100,0.110600646588395,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,September,"Opioids (T40.0-T40.4,T40.6)",413,424,100,0.118895966029724,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,October,"Opioids (T40.0-T40.4,T40.6)",412,424,100,0.12709710218607,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,November,"Opioids (T40.0-T40.4,T40.6)",407,419,100,0.127811860940695,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,December,"Opioids (T40.0-T40.4,T40.6)",378,390,100,0.136472193790515,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,January,"Opioids (T40.0-T40.4,T40.6)",376,385,100,0.094688818111388,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,February,"Opioids (T40.0-T40.4,T40.6)",388,392,100,0.034632034632035,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,March,"Opioids (T40.0-T40.4,T40.6)",398,403,100,0.034581135990317,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,April,"Opioids (T40.0-T40.4,T40.6)",393,398,100,0.034617048896582,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,May,"Opioids (T40.0-T40.4,T40.6)",400,405,100,0.034710170079833,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,June,"Opioids (T40.0-T40.4,T40.6)",389,394,100,0.043361373688318,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,July,"Opioids (T40.0-T40.4,T40.6)",400,406,100,0.051894135962636,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,August,"Opioids (T40.0-T40.4,T40.6)",403,409,100,0.051737518323704,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,September,"Opioids (T40.0-T40.4,T40.6)",400,406,100,0.051581843191197,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,October,"Opioids (T40.0-T40.4,T40.6)",397,403,100,0.059757555062319,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,November,"Opioids (T40.0-T40.4,T40.6)",399,405,100,0.05963537229511,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,December,"Opioids (T40.0-T40.4,T40.6)",415,422,100,0.067176085313628,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,January,"Opioids (T40.0-T40.4,T40.6)",414,421,100,0.066900819535039,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,February,"Opioids (T40.0-T40.4,T40.6)",404,411,100,0.06675567423231,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,March,"Opioids (T40.0-T40.4,T40.6)",395,402,100,0.06639555149805,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,April,"Opioids (T40.0-T40.4,T40.6)",406,413,100,0.06629101756712,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,May,"Opioids (T40.0-T40.4,T40.6)",406,413,100,0.066115702479339,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,June,"Opioids (T40.0-T40.4,T40.6)",417,424,100,0.057570523891767,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,July,"Opioids (T40.0-T40.4,T40.6)",422,428,100,0.049261083743842,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,August,"Opioids (T40.0-T40.4,T40.6)",430,435,100,0.040666937779585,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,September,"Opioids (T40.0-T40.4,T40.6)",429,434,100,0.032522969347101,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,October,"Opioids (T40.0-T40.4,T40.6)",435,439,100,0.024435937118188,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,November,"Opioids (T40.0-T40.4,T40.6)",429,434,100,0.032485990416633,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,December,"Opioids (T40.0-T40.4,T40.6)",434,437,100,0.016276041666667,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2018,January,"Opioids (T40.0-T40.4,T40.6)",434,434,100,0.016189088554314,Underreported due to incomplete data.
NH,NH,2018,February,"Opioids (T40.0-T40.4,T40.6)",434,437,100,0.03228410008071,Underreported due to incomplete data.
NH,NH,2018,March,"Opioids (T40.0-T40.4,T40.6)",433,444,100,0.12996507188693,Underreported due to incomplete data.
NH,NH,2018,April,"Opioids (T40.0-T40.4,T40.6)",410,425,100,0.194347720463195,Underreported due to incomplete data.
NH,NH,2018,May,"Opioids (T40.0-T40.4,T40.6)",408,424,100,0.201450443190975,Underreported due to incomplete data.
NH,NH,2018,June,"Opioids (T40.0-T40.4,T40.6)",391,407,100,0.20175934145751,Underreported due to incomplete data.
NH,NH,2015,January,Percent with drugs specified,99.7142857142857,,100,0.04408393581379,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,February,Percent with drugs specified,99.7222222222222,,100,0.104411380840512,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,March,Percent with drugs specified,99.7275204359673,,100,0.103941100043309,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,April,Percent with drugs specified,99.746192893401,,100,0.102730930571013,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,May,Percent with drugs specified,99.7512437810945,,100,0.102651839178785,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,June,Percent with drugs specified,99.7596153846154,,100,0.103057368601855,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,July,Percent with drugs specified,99.7641509433962,,100,0.102084219481072,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,August,Percent with drugs specified,99.7652582159624,,100,0.110600646588395,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,September,Percent with drugs specified,99.7772828507795,,100,0.118895966029724,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,October,Percent with drugs specified,99.554565701559,,100,0.12709710218607,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,November,Percent with drugs specified,99.5495495495496,,100,0.127811860940695,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,December,Percent with drugs specified,99.2771084337349,,100,0.136472193790515,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,January,Percent with drugs specified,99.2805755395683,,100,0.094688818111388,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,February,Percent with drugs specified,99.2990654205608,,100,0.034632034632035,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,March,Percent with drugs specified,99.3103448275862,,100,0.034581135990317,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,April,Percent with drugs specified,98.8372093023256,,100,0.034617048896582,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,May,Percent with drugs specified,98.8610478359909,,100,0.034710170079833,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,June,Percent with drugs specified,99.0654205607477,,100,0.043361373688318,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,July,Percent with drugs specified,99.0929705215419,,100,0.051894135962636,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,August,Percent with drugs specified,99.109131403118,,100,0.051737518323704,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,September,Percent with drugs specified,99.1031390134529,,100,0.051581843191197,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,October,Percent with drugs specified,99.3212669683258,,100,0.059757555062319,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,November,Percent with drugs specified,99.3227990970655,,100,0.05963537229511,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,December,Percent with drugs specified,99.5633187772926,,100,0.067176085313628,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,January,Percent with drugs specified,99.3449781659389,,100,0.066900819535039,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,February,Percent with drugs specified,99.3273542600897,,100,0.06675567423231,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,March,Percent with drugs specified,99.3166287015945,,100,0.06639555149805,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,April,Percent with drugs specified,99.5525727069351,,100,0.06629101756712,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,May,Percent with drugs specified,99.5515695067265,,100,0.066115702479339,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,June,Percent with drugs specified,99.1247264770241,,100,0.057570523891767,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,July,Percent with drugs specified,99.1360691144708,,100,0.049261083743842,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,August,Percent with drugs specified,99.1489361702128,,100,0.040666937779585,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,September,Percent with drugs specified,98.936170212766,,100,0.032522969347101,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,October,Percent with drugs specified,98.9539748953975,,100,0.024435937118188,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,November,Percent with drugs specified,98.728813559322,,100,0.032485990416633,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,December,Percent with drugs specified,98.744769874477,,100,0.016276041666667,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2018,January,Percent with drugs specified,98.9429175475687,,100,0.016189088554314,Underreported due to incomplete data.
NH,NH,2018,February,Percent with drugs specified,98.744769874477,,100,0.03228410008071,Underreported due to incomplete data.
NH,NH,2018,March,Percent with drugs specified,98.7394957983193,,100,0.12996507188693,Underreported due to incomplete data.
NH,NH,2018,April,Percent with drugs specified,98.8913525498891,,100,0.194347720463195,Underreported due to incomplete data.
NH,NH,2018,May,Percent with drugs specified,98.6636971046771,,100,0.201450443190975,Underreported due to incomplete data.
NH,NH,2018,June,Percent with drugs specified,99.0654205607477,,100,0.20175934145751,Underreported due to incomplete data.
NH,NH,2015,January,Psychostimulants with abuse potential (T43.6),4,5,100,0.04408393581379,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,February,Psychostimulants with abuse potential (T43.6),5,6,100,0.104411380840512,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,March,Psychostimulants with abuse potential (T43.6),6,7,100,0.103941100043309,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,April,Psychostimulants with abuse potential (T43.6),7,8,100,0.102730930571013,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,May,Psychostimulants with abuse potential (T43.6),8,9,100,0.102651839178785,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,June,Psychostimulants with abuse potential (T43.6),9,10,100,0.103057368601855,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,July,Psychostimulants with abuse potential (T43.6),9,10,100,0.102084219481072,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,August,Psychostimulants with abuse potential (T43.6),8,9,100,0.110600646588395,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,September,Psychostimulants with abuse potential (T43.6),7,8,100,0.118895966029724,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,October,Psychostimulants with abuse potential (T43.6),7,8,100,0.12709710218607,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,November,Psychostimulants with abuse potential (T43.6),6,7,100,0.127811860940695,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,December,Psychostimulants with abuse potential (T43.6),6,7,100,0.136472193790515,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,January,Psychostimulants with abuse potential (T43.6),6,7,100,0.094688818111388,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,February,Psychostimulants with abuse potential (T43.6),6,7,100,0.034632034632035,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,March,Psychostimulants with abuse potential (T43.6),6,7,100,0.034581135990317,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,April,Psychostimulants with abuse potential (T43.6),6,7,100,0.034617048896582,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,May,Psychostimulants with abuse potential (T43.6),5,6,100,0.034710170079833,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,June,Psychostimulants with abuse potential (T43.6),4,5,100,0.043361373688318,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,July,Psychostimulants with abuse potential (T43.6),7,8,100,0.051894135962636,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,August,Psychostimulants with abuse potential (T43.6),8,9,100,0.051737518323704,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,September,Psychostimulants with abuse potential (T43.6),10,11,100,0.051581843191197,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,October,Psychostimulants with abuse potential (T43.6),10,11,100,0.059757555062319,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,November,Psychostimulants with abuse potential (T43.6),10,11,100,0.05963537229511,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,December,Psychostimulants with abuse potential (T43.6),12,13,100,0.067176085313628,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,January,Psychostimulants with abuse potential (T43.6),12,13,100,0.066900819535039,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,February,Psychostimulants with abuse potential (T43.6),11,12,100,0.06675567423231,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,March,Psychostimulants with abuse potential (T43.6),10,11,100,0.06639555149805,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,April,Psychostimulants with abuse potential (T43.6),11,12,100,0.06629101756712,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,May,Psychostimulants with abuse potential (T43.6),11,12,100,0.066115702479339,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,June,Psychostimulants with abuse potential (T43.6),12,13,100,0.057570523891767,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,July,Psychostimulants with abuse potential (T43.6),13,14,100,0.049261083743842,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,August,Psychostimulants with abuse potential (T43.6),14,15,100,0.040666937779585,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,September,Psychostimulants with abuse potential (T43.6),18,19,100,0.032522969347101,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,October,Psychostimulants with abuse potential (T43.6),21,22,100,0.024435937118188,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,November,Psychostimulants with abuse potential (T43.6),22,23,100,0.032485990416633,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,December,Psychostimulants with abuse potential (T43.6),23,24,100,0.016276041666667,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2018,January,Psychostimulants with abuse potential (T43.6),23,24,100,0.016189088554314,Underreported due to incomplete data.
NH,NH,2018,February,Psychostimulants with abuse potential (T43.6),25,26,100,0.03228410008071,Underreported due to incomplete data.
NH,NH,2018,March,Psychostimulants with abuse potential (T43.6),26,27,100,0.12996507188693,Underreported due to incomplete data.
NH,NH,2018,April,Psychostimulants with abuse potential (T43.6),25,27,100,0.194347720463195,Underreported due to incomplete data.
NH,NH,2018,May,Psychostimulants with abuse potential (T43.6),27,29,100,0.201450443190975,Underreported due to incomplete data.
NH,NH,2018,June,Psychostimulants with abuse potential (T43.6),27,29,100,0.20175934145751,Underreported due to incomplete data.
NH,NH,2015,January,"Synthetic opioids, excl. methadone (T40.4)",171,174,100,0.04408393581379,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,February,"Synthetic opioids, excl. methadone (T40.4)",186,192,100,0.104411380840512,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,March,"Synthetic opioids, excl. methadone (T40.4)",198,204,100,0.103941100043309,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,April,"Synthetic opioids, excl. methadone (T40.4)",219,226,100,0.102730930571013,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,May,"Synthetic opioids, excl. methadone (T40.4)",234,241,100,0.102651839178785,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,June,"Synthetic opioids, excl. methadone (T40.4)",252,260,100,0.103057368601855,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,July,"Synthetic opioids, excl. methadone (T40.4)",267,275,100,0.102084219481072,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,August,"Synthetic opioids, excl. methadone (T40.4)",281,290,100,0.110600646588395,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,September,"Synthetic opioids, excl. methadone (T40.4)",313,323,100,0.118895966029724,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,October,"Synthetic opioids, excl. methadone (T40.4)",308,319,100,0.12709710218607,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,November,"Synthetic opioids, excl. methadone (T40.4)",304,315,100,0.127811860940695,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2015,December,"Synthetic opioids, excl. methadone (T40.4)",285,296,100,0.136472193790515,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,January,"Synthetic opioids, excl. methadone (T40.4)",285,293,100,0.094688818111388,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,February,"Synthetic opioids, excl. methadone (T40.4)",288,293,100,0.034632034632035,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,March,"Synthetic opioids, excl. methadone (T40.4)",295,300,100,0.034581135990317,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,April,"Synthetic opioids, excl. methadone (T40.4)",299,304,100,0.034617048896582,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,May,"Synthetic opioids, excl. methadone (T40.4)",306,311,100,0.034710170079833,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,June,"Synthetic opioids, excl. methadone (T40.4)",301,306,100,0.043361373688318,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,July,"Synthetic opioids, excl. methadone (T40.4)",315,321,100,0.051894135962636,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,August,"Synthetic opioids, excl. methadone (T40.4)",320,326,100,0.051737518323704,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,September,"Synthetic opioids, excl. methadone (T40.4)",317,323,100,0.051581843191197,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,October,"Synthetic opioids, excl. methadone (T40.4)",326,333,100,0.059757555062319,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,November,"Synthetic opioids, excl. methadone (T40.4)",331,338,100,0.05963537229511,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2016,December,"Synthetic opioids, excl. methadone (T40.4)",347,355,100,0.067176085313628,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,January,"Synthetic opioids, excl. methadone (T40.4)",354,362,100,0.066900819535039,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,February,"Synthetic opioids, excl. methadone (T40.4)",355,363,100,0.06675567423231,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,March,"Synthetic opioids, excl. methadone (T40.4)",349,357,100,0.06639555149805,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,April,"Synthetic opioids, excl. methadone (T40.4)",358,366,100,0.06629101756712,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,May,"Synthetic opioids, excl. methadone (T40.4)",357,365,100,0.066115702479339,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,June,"Synthetic opioids, excl. methadone (T40.4)",364,372,100,0.057570523891767,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,July,"Synthetic opioids, excl. methadone (T40.4)",367,374,100,0.049261083743842,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,August,"Synthetic opioids, excl. methadone (T40.4)",373,379,100,0.040666937779585,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,September,"Synthetic opioids, excl. methadone (T40.4)",377,383,100,0.032522969347101,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,October,"Synthetic opioids, excl. methadone (T40.4)",382,387,100,0.024435937118188,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,November,"Synthetic opioids, excl. methadone (T40.4)",378,384,100,0.032485990416633,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2017,December,"Synthetic opioids, excl. methadone (T40.4)",387,392,100,0.016276041666667,Numbers may differ from published reports using final data. See Technical Notes.
NH,NH,2018,January,"Synthetic opioids, excl. methadone (T40.4)",388,388,100,0.016189088554314,Underreported due to incomplete data.
NH,NH,2018,February,"Synthetic opioids, excl. methadone (T40.4)",388,391,100,0.03228410008071,Underreported due to incomplete data.
NH,NH,2018,March,"Synthetic opioids, excl. methadone (T40.4)",390,401,100,0.12996507188693,Underreported due to incomplete data.
NH,NH,2018,April,"Synthetic opioids, excl. methadone (T40.4)",370,387,100,0.194347720463195,Underreported due to incomplete data.
